case_id,message_id,user_id_original,pais_usuario,country_iso,direction,text_original,language_detected,sentiment_score,sentiment_label,primary_emotion,topics,max_severity,regulatory_flags,escalation_needed_llm,priority_llm,priority_math,priority_final,priority_policy,severe_risk_signals,resolved_override,score_base,score_final,confidence,model_used,tokens_in,tokens_out,latency_ms,cost_usd,analyzed_at,analysis_status
CASE-135,MSG-469,USR-817,Brasil,BR,INBOUND,"""Poxa, queria colocar 'Viagem para a Bahia'. Seria mais motivador.""",pt,0.4,neutral,frustration,account_management,0.1,consumer_protection,False,p4,,p4,,,,0.3375,0.5062,0.9,gemini-2.5-flash-lite,3253,246,8312,0.0004237,2026-05-01 14:27:54,ok
CASE-136,MSG-470,USR-319,Chile,CL,INBOUND,"""Alguien usó mi tarjeta en Netflix Turquía. Yo no vivo allá.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-136,MSG-471,AGENT-01,Chile,CL,OUTBOUND,"""Bloquearemos tu tarjeta. ¿Habías guardado tus datos en esa web?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-136,MSG-472,USR-319,Chile,CL,INBOUND,"""Nunca. Me la deben haber clonado en un restaurante ayer.""",es,-0.8,very_negative,anger,fraud_security,1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.8,1.0,0.9,gemini-2.5-flash-lite,3250,246,10258,0.0004234,2026-05-01 14:28:04,ok
CASE-137,MSG-473,USR-523,Colombia,CO,INBOUND,"""Quiero enviar dinero a Venezuela hoy sábado, ¿llega al instante?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-137,MSG-474,AGENT-02,Colombia,CO,OUTBOUND,"""Los fines de semana puede tardar hasta el lunes por procesos bancarios.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-137,MSG-475,USR-523,Colombia,CO,INBOUND,"""Pero en la publicidad dicen que es 24/7. Mi familia no puede esperar.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-137,MSG-476,USR-523,Colombia,CO,INBOUND,"""Si no llega hoy, prefiero cancelar el envío ahora.""",es,-0.6,negative,frustration,transfers,0.7,consumer_protection,True,p3,,p3,,,,0.6125,0.9187,0.9,gemini-2.5-flash-lite,3269,278,11932,0.0004381,2026-05-01 14:28:16,ok
CASE-138,MSG-477,USR-114,Chile,CL,INBOUND,"""La tasa de cambio para CLP a EUR es mucho mejor en el banco físico.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-138,MSG-478,AGENT-04,Chile,CL,OUTBOUND,"""Revisamos y nuestra tasa es competitiva. ¿Qué banco estás mirando?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-138,MSG-479,USR-114,Chile,CL,INBOUND,"""El Banco de Chile me da un mejor precio por volumen hoy.""",es,-0.7,negative,frustration,fx_currency,0.2,consumer_protection,True,p3,,p3,,,,0.4725,0.7087,0.9,gemini-2.5-flash-lite,3248,282,10288,0.0004376,2026-05-01 14:28:16,ok
CASE-139,MSG-480,USR-916,México,MX,INBOUND,"""Mi selfie de validación falló porque tengo barba. ¿Tengo que afeitarme?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-139,MSG-481,AGENT-01,México,MX,OUTBOUND,"""No es necesario. Intenta con un fondo blanco y mucha luz natural.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-139,MSG-482,USR-916,México,MX,INBOUND,"""Ya intenté afuera en el sol y nada. Me dice 'Rostro no coincide'.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-139,MSG-483,USR-916,México,MX,INBOUND,"""Es frustrante. Mi foto de la cédula es de hace 2 años.""",es,-0.6,negative,frustration,kyc_onboarding,0.5,consumer_protection,True,p3,,p3,,,,0.615,0.9225,0.9,gemini-2.5-flash-lite,3278,276,3431,0.0004382,2026-05-01 14:28:19,ok
CASE-140,MSG-484,USR-714,USA,US,INBOUND,"""Why is there no support for FaceID on my Google Pixel?""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-140,MSG-485,AGENT-03,USA,US,OUTBOUND,"""Android uses Biometric API. Ensure fingerprint/face is set in OS.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-140,MSG-486,USR-714,USA,US,INBOUND,"""It is set. Other banking apps use it. Global66 only asks for PIN.""",en,-0.5,negative,frustration,app_stability,0.3,consumer_protection,False,p3,,p3,,,,0.47,0.705,0.9,gemini-2.5-flash-lite,3250,194,14450,0.0004026,2026-05-01 14:28:32,ok
CASE-141,MSG-487,USR-125,Chile,CL,INBOUND,"""Quiero denunciar cobros de mantenimiento que no me avisaron.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-141,MSG-488,AGENT-02,Chile,CL,OUTBOUND,"""Hola, el cobro es solo si tu saldo es menor a 10 USD por 3 meses.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-141,MSG-489,USR-125,Chile,CL,INBOUND,"""Eso no estaba claro cuando abrí la cuenta. Es muy injusto.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-141,MSG-490,USR-125,Chile,CL,INBOUND,"""Quiero el reembolso de esos 3 dólares ahora mismo.""",es,-0.8,very_negative,anger,fees_pricing,0.6,consumer_protection,True,p3,,p3,,,,0.6175,0.9262,0.9,gemini-2.5-flash-lite,3270,261,8911,0.0004314,2026-05-01 14:28:29,ok
CASE-142,MSG-491,USR-332,Perú,PE,INBOUND,"""Mi hijo perdió su tarjeta adicional. ¿Cómo la bloqueo desde mi app?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-142,MSG-492,AGENT-01,Perú,PE,OUTBOUND,"""Entra a Tarjetas > Tarjetas vinculadas y dale al botón de bloqueo.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-142,MSG-493,USR-332,Perú,PE,INBOUND,"""No veo ese botón. Solo sale mi tarjeta propia. Ayuda urgente.""",es,-0.5,negative,frustration,"app_stability, cards",0.7,,True,p3,,p3,,,,0.3,0.45,0.9,gemini-2.5-flash-lite,3251,223,3660,0.0004143,2026-05-01 14:28:33,ok
CASE-143,MSG-494,USR-417,Chile,CL,INBOUND,"""Solicito un reporte detallado de mis conversiones de moneda de 2024.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-143,MSG-495,AGENT-04,Chile,CL,OUTBOUND,"""Hola, puedes exportar tu historial a Excel desde la versión web.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-143,MSG-496,USR-417,Chile,CL,INBOUND,"""No tengo computador, necesito que me lo envíen al mail en PDF.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-143,MSG-497,USR-417,Chile,CL,INBOUND,"""Es para una auditoría de mi empresa, por favor apúrense.""",es,0.3,neutral,neutral,account_management,0.4,,True,p3,,p3,,,,0.13,0.195,0.9,gemini-2.5-flash-lite,3274,245,3314,0.0004254,2026-05-01 14:28:36,ok
CASE-144,MSG-498,USR-215,México,MX,INBOUND,"""Me llegó un correo de Global pidiendo que actualice mi ID. ¿Es real?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-144,MSG-499,AGENT-01,México,MX,OUTBOUND,"""Sí, cada 2 años pedimos actualizar documentos por normativa.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-144,MSG-500,USR-215,México,MX,INBOUND,"""Ok, pero el link me manda a una web que no parece de ustedes.""",es,-0.5,negative,confusion,kyc_onboarding,0.7,fraud_suspected,True,p2,,p2,,,,0.5925,0.8887,0.9,gemini-2.5-flash-lite,3251,242,20773,0.0004219,2026-05-01 14:29:26,ok
CASE-145,MSG-501,USR-524,Colombia,CO,INBOUND,"""Mi transferencia a Venezuela dice 'Completada' pero el bono no cayó.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-145,MSG-502,AGENT-02,Colombia,CO,OUTBOUND,"""A veces el banco destino demora en actualizar su saldo visual.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-145,MSG-503,USR-524,Colombia,CO,INBOUND,"""Mi mamá fue al banco y le dijeron que no hay ninguna transferencia.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-145,MSG-504,USR-524,Colombia,CO,INBOUND,"""Les mando el código de rastreo que me dio la app. ¡Búsquenlo!""",es,-0.7,negative,frustration,"support_quality, transfers",0.8,consumer_protection,True,p2,,p2,,,,0.7225,1.0,0.95,gemini-2.5-flash-lite,3270,282,4577,0.0004398,2026-05-01 14:28:41,ok
CASE-146,MSG-505,USR-818,Brasil,BR,INBOUND,"""A minha carteira de Dólares sumiu do aplicativo hoje.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-146,MSG-506,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, tente fechar o app e abrir novamente. Pode ser erro de cache.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-146,MSG-507,USR-818,Brasil,BR,INBOUND,"""Já fiz isso e até reinstalei. Meus 200 dólares não aparecem.""",pt,-0.7,negative,frustration,account_management,0.8,,True,p2,,p2,,,,0.4225,0.6338,0.95,gemini-2.5-flash-lite,3255,203,7759,0.0004067,2026-05-01 14:28:49,ok
CASE-147,MSG-508,USR-320,Chile,CL,INBOUND,"""Alguien usó mi tarjeta en un comercio físico de Valparaíso y yo estoy en Santiago.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-147,MSG-509,AGENT-01,Chile,CL,OUTBOUND,"""Bloquearemos tu tarjeta física. ¿Todavía la tienes contigo?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-147,MSG-510,USR-320,Chile,CL,INBOUND,"""No, no la encuentro. Se me debe haber caído en el mall ayer.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-147,MSG-511,USR-320,Chile,CL,INBOUND,"""¡Ayuda, ya van dos compras más! ¡Bloquéenla YA!""",es,-0.8,very_negative,anger,fraud_security,1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.905,1.0,0.95,gemini-2.5-flash-lite,3276,305,7294,0.0004496,2026-05-01 14:28:56,ok
CASE-148,MSG-512,USR-126,Chile,CL,INBOUND,"""Quiero depositar dinero en efectivo en mi cuenta en Chile.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-148,MSG-513,AGENT-02,Chile,CL,OUTBOUND,"""No recibimos depósitos en efectivo, solo vía transferencia electrónica.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-148,MSG-514,USR-126,Chile,CL,INBOUND,"""¿Y si deposito en el cajero del banco de ustedes? ¿No sirve?""",es,-0.5,negative,frustration,cash_in_out,0.3,,False,p3,,p3,,,,0.175,0.2625,0.9,gemini-2.5-flash-lite,3246,206,8785,0.000407,2026-05-01 14:29:20,ok
CASE-149,MSG-515,USR-917,México,MX,INBOUND,"""Mi selfie falló 20 veces. Quiero que un humano me valide.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-149,MSG-156,AGENT-01,México,MX,OUTBOUND,"""Lamentamos la demora. Podemos hacer una videollamada para validarte.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-149,MSG-517,USR-917,México,MX,INBOUND,"""Ok, agéndenla ahora. No puedo esperar más para mandar mi dinero.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-149,MSG-518,USR-917,México,MX,INBOUND,"""Llevo tres días intentando registrarme. Pésima bienvenida.""",es,-0.8,very_negative,frustration,"kyc_onboarding, transfers",0.7,consumer_protection,True,p2,,p2,,,,0.71,1.0,0.9,gemini-2.5-flash-lite,3252,271,12349,0.0004336,2026-05-01 14:29:33,ok
CASE-150,MSG-519,USR-418,Chile,CL,INBOUND,"""Solicito el bloqueo preventivo de mi cuenta, creo que me clonaron el mail.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-150,MSG-520,AGENT-01,Chile,CL,OUTBOUND,"""Bloquearemos tu cuenta ahora mismo. No des claves a nadie.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-150,MSG-521,USR-418,Chile,CL,INBOUND,"""Gracias. Avísenme cuando sea seguro volver a entrar.""",es,-0.7,negative,fear,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.7825,1.0,0.95,gemini-2.5-flash-lite,3249,230,15746,0.0004169,2026-05-01 14:29:42,ok
CASE-151,MSG-522,USR-881,Colombia,CO,INBOUND,"""¡La tarjeta de madera llegó hoy! El diseño es premium, me encanta.""",es,0.8,positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0037,0.9,gemini-2.5-flash-lite,3210,153,8149,0.0003822,2026-05-01 14:29:41,ok
CASE-152,MSG-523,USR-221,México,MX,INBOUND,"""¿A qué hora cierra el soporte técnico hoy domingo?""",es,0.1,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,0.9,gemini-2.5-flash-lite,3205,161,5491,0.0003849,2026-05-01 14:29:47,ok
CASE-153,MSG-524,USR-334,Chile,CL,INBOUND,"""The app is crashing on my iPhone 14 when I try to convert USD to CLP.""",en,-0.5,negative,frustration,"app_stability, fx_currency",0.7,,True,p3,,p3,,,,0.355,0.5325,0.9,gemini-2.5-flash-lite,3213,223,10987,0.0004105,2026-05-01 14:29:54,ok
CASE-154,MSG-525,USR-902,Argentina,AR,INBOUND,"""Me hackearon la cuenta y están vaciando mi saldo. ¡AYUDA YA!""",es,-1.0,very_negative,anger,fraud_security,1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.9375,1.0,0.95,gemini-2.5-flash-lite,3214,239,7749,0.000417,2026-05-01 14:29:54,ok
CASE-155,MSG-526,USR-445,Perú,PE,INBOUND,"""¿Cuál es el código SWIFT para recibir dinero de una cuenta en Suiza?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0025,0.0038,1.0,gemini-2.5-flash-lite,3210,151,11131,0.0003814,2026-05-01 14:30:05,ok
CASE-156,MSG-527,USR-557,Brasil,BR,INBOUND,"""Muito bom o aplicativo, as taxas para o Brasil são as melhores.""",pt,0.8,positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3208,159,19222,0.0003844,2026-05-01 14:30:19,ok
CASE-157,MSG-528,USR-118,Chile,CL,INBOUND,"""Quiero cerrar mi cuenta y que eliminen todos mis registros legales.""",es,-0.8,very_negative,anger,"account_management, fraud_security",0.9,data_privacy,True,p1,,p1,,,,0.7575,1.0,0.95,gemini-2.5-flash-lite,3207,225,7576,0.0004107,2026-05-01 14:30:13,ok
CASE-158,MSG-529,USR-339,Chile,CL,INBOUND,"""Alguien usó mi tarjeta en una tienda en Madrid y yo estoy en Santiago.""",es,-0.8,very_negative,anger,"cards, fraud_security",1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.7375,1.0,0.9,gemini-2.5-flash-lite,3211,293,16139,0.0004383,2026-05-01 14:30:29,ok
CASE-159,MSG-530,USR-776,Venezuela,VE,INBOUND,"""¡Gracias! Mi envío a Venezuela llegó en 10 minutos. Súper servicio.""",es,0.9,very_positive,satisfaction,transfers,0.05,,False,p4,,p4,,,,0.0175,0.0263,1.0,gemini-2.5-flash-lite,3213,183,13294,0.0003945,2026-05-01 14:31:14,ok
CASE-160,MSG-531,USR-125,México,MX,INBOUND,"""App needs dark mode support for better accessibility at night.""",en,0.3,neutral,neutral,app_stability,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3205,187,6312,0.0003953,2026-05-01 14:30:35,ok
CASE-161,MSG-532,USR-991,Chile,CL,INBOUND,"""Mi transferencia a Perú fue rechazada. ¿Dónde veo el motivo?""",es,-0.5,negative,frustration,transfers,0.6,,True,p3,,p3,,,,0.26,0.39,0.8,gemini-2.5-flash-lite,3208,191,18376,0.0003972,2026-05-01 14:31:17,ok
CASE-162,MSG-533,USR-109,México,MX,INBOUND,"""¿Puedo depositar efectivo en una farmacia para cargar mi billetera?""",es,0.0,neutral,neutral,cash_in_out,0.1,,False,p4,,p4,,,,0.03,0.045,1.0,gemini-2.5-flash-lite,3210,188,6290,0.0003962,2026-05-01 14:31:20,ok
CASE-163,MSG-534,USR-442,Chile,CL,INBOUND,"""Gracias por la atención de ayer, resolvieron mi duda con la tarjeta.""",es,0.8,positive,satisfaction,cards,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3209,142,5717,0.0003777,2026-05-01 14:31:23,ok
CASE-164,MSG-535,USR-551,Perú,PE,INBOUND,"""Solicito un estado de cuenta timbrado para mi trámite de visa.""",es,0.1,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,1.0,gemini-2.5-flash-lite,3209,149,3968,0.0003805,2026-05-01 14:31:24,ok
CASE-165,MSG-536,USR-229,Colombia,CO,INBOUND,"""La tasa de cambio que me aplicaron no es la que vi en la cotización.""",es,-0.5,negative,frustration,fx_currency,0.5,,True,p3,,p3,,,,0.23,0.345,0.9,gemini-2.5-flash-lite,3212,205,10597,0.0004032,2026-05-01 14:31:54,ok
CASE-166,MSG-537,USR-887,Chile,CL,INBOUND,"""¿Tienen planeado sacar una tarjeta de crédito o solo de débito?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3210,149,8704,0.0003806,2026-05-01 14:31:33,ok
CASE-167,MSG-538,USR-114,México,MX,INBOUND,"""Mi selfie de validación falla siempre, mi cámara tiene buena luz.""",es,-0.8,very_negative,frustration,kyc_onboarding,0.8,,True,p3,,p3,,,,0.375,0.5625,0.95,gemini-2.5-flash-lite,3208,214,4526,0.0004064,2026-05-01 14:31:56,ok
CASE-168,MSG-539,USR-998,Argentina,AR,INBOUND,"""URGENTE: Perdí mi celular y mi tarjeta física. Bloqueen todo.""",es,-0.8,very_negative,fear,"account_management, cards",1.0,,True,p1,,p1,,,,0.605,0.9075,0.95,gemini-2.5-flash-lite,3211,218,5726,0.0004083,2026-05-01 14:32:00,ok
CASE-169,MSG-540,USR-332,Perú,PE,INBOUND,"""¿Cómo puedo ser partner de Global66 para mi remesadora local?""",es,0.1,neutral,neutral,other,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3210,199,2961,0.0004006,2026-05-01 14:31:59,ok
CASE-170,MSG-541,USR-446,Chile,CL,INBOUND,"""Amo la opción de invertir en acciones desde la app. ¡Gran trabajo!""",es,0.8,positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3209,158,14515,0.0003841,2026-05-01 14:32:14,ok
CASE-171,MSG-542,USR-550,Colombia,CO,INBOUND,"""Llevo 2 horas esperando el SMS de verificación y no llega.""",es,-0.5,negative,frustration,transfers,0.7,,True,p3,,p3,,,,0.3575,0.5363,0.95,gemini-2.5-flash-lite,3209,202,5955,0.0004017,2026-05-01 14:32:07,ok
CASE-172,MSG-543,USR-120,Chile,CL,INBOUND,"""Quiero denunciar un cobro de suscripción que yo no autoricé.""",es,-0.8,very_negative,anger,fees_pricing,0.8,"consumer_protection, unauthorized_charge",True,p2,,p2,,,,0.6775,1.0,0.95,gemini-2.5-flash-lite,3210,234,14756,0.0004146,2026-05-01 14:32:22,ok
CASE-173,MSG-544,USR-341,Tailandia,TH,INBOUND,"""¿Se puede usar la tarjeta en cajeros de Tailandia sin que la bloqueen?""",es,0.1,neutral,neutral,cards,0.1,,False,p4,,p4,,,,0.0312,0.0469,0.9,gemini-2.5-flash-lite,3213,199,4805,0.0004009,2026-05-01 14:32:19,ok
CASE-174,MSG-545,USR-882,Brasil,BR,INBOUND,"""O sistema de indicação não creditou meu bônus de 50 reais.""",pt,-0.5,negative,frustration,account_management,0.3,,True,p3,,p3,,,,0.1725,0.2587,0.95,gemini-2.5-flash-lite,3212,201,12305,0.0004016,2026-05-01 14:32:31,ok
CASE-175,MSG-546,USR-440,Chile,CL,INBOUND,"""Mi transferencia a España dice 'Enviada' hace 5 días. Ayuda.""",es,-0.6,negative,frustration,transfers,0.8,,True,p2,,p2,,,,0.405,0.6075,0.95,gemini-2.5-flash-lite,3212,202,13768,0.000402,2026-05-01 14:33:11,ok
CASE-176,MSG-547,USR-117,México,MX,INBOUND,"""¡La nueva actualización de la app vuela! Muy fluida.""",es,0.9,very_positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,1.0,gemini-2.5-flash-lite,3208,163,4739,0.000386,2026-05-01 14:32:36,ok
CASE-177,MSG-548,USR-216,Perú,PE,INBOUND,"""Me están pidiendo una declaración de fondos por 200 dólares. ¿Es broma?""",es,-0.8,very_negative,anger,kyc_onboarding,0.5,consumer_protection,True,p3,,p3,,,,0.585,0.8775,0.9,gemini-2.5-flash-lite,3214,214,8553,0.000407,2026-05-01 14:32:44,ok
CASE-178,MSG-549,USR-559,Colombia,CO,INBOUND,"""Solicito formalmente el cambio de mi correo electrónico principal.""",es,0.1,neutral,neutral,account_management,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3206,192,4996,0.0003974,2026-05-01 14:32:49,ok
CASE-179,MSG-550,USR-338,Chile,CL,INBOUND,"""URGENTE: Mi tarjeta se quedó atrapada en un cajero del Banco Estado.""",es,-0.8,very_negative,frustration,cards,1.0,consumer_protection,True,p2,,p2,,,,0.9025,1.0,0.95,gemini-2.5-flash-lite,3212,236,24723,0.0004156,2026-05-01 14:33:14,ok
CASE-180,MSG-551,USR-811,México,MX,INBOUND,"""¿Puedo transferir de mi billetera Global a mi cuenta de PayPal?""",es,0.1,neutral,neutral,transfers,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.95,gemini-2.5-flash-lite,3210,181,4582,0.0003934,2026-05-01 14:33:16,ok
CASE-181,MSG-552,USR-115,Chile,CL,INBOUND,"""Pésima tasa de cambio hoy. Me sale más barato el banco.""",es,-0.8,very_negative,anger,fx_currency,0.3,consumer_protection,True,p3,,p3,,,,0.525,0.7399,0.9,gemini-2.5-flash-lite,3209,225,5698,0.0004109,2026-05-01 14:33:20,ok
CASE-182,MSG-553,USR-448,USA,US,INBOUND,"""I can't see my transaction history from last year. Where is it?""",en,-0.5,negative,confusion,account_management,0.3,,False,p4,,p4,,,,0.17,0.255,0.9,gemini-2.5-flash-lite,3210,188,8349,0.0003962,2026-05-01 14:33:25,ok
CASE-183,MSG-554,USR-225,Perú,PE,INBOUND,"""Gracias por la tarjeta física, me llegó en solo 2 días a casa.""",es,0.8,positive,satisfaction,cards,0.05,,False,p4,,p4,,,,0.0175,0.0263,0.9,gemini-2.5-flash-lite,3210,143,5858,0.0003782,2026-05-01 14:33:26,ok
CASE-184,MSG-555,USR-663,Colombia,CO,INBOUND,"""Me bloquearon la cuenta por error de contraseña, ¿cómo la recupero?""",es,-0.5,negative,frustration,account_management,0.8,,True,p2,,p2,,,,0.3875,0.5813,0.9,gemini-2.5-flash-lite,3210,158,5520,0.0003842,2026-05-01 14:33:30,ok
CASE-185,MSG-556,USR-119,Chile,CL,INBOUND,"""Quiero donar mis vueltas de las compras a una ONG. ¿Se puede?""",es,0.3,neutral,neutral,transfers,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3211,186,8218,0.0003955,2026-05-01 14:33:35,ok
CASE-186,MSG-557,USR-814,Brasil,BR,INBOUND,"""O atendimento pelo WhatsApp foi muito grosseiro hoje cedo.""",pt,-0.5,negative,frustration,support_quality,0.3,,True,p3,,p3,,,,0.17,0.255,0.9,gemini-2.5-flash-lite,3205,191,7932,0.0003969,2026-05-01 14:33:38,ok
CASE-187,MSG-558,USR-333,Argentina,AR,INBOUND,"""¿Global66 sirve para pagar impuestos en Argentina desde Chile?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,0.9,gemini-2.5-flash-lite,3207,105,6373,0.0003627,2026-05-01 14:33:41,ok
CASE-188,MSG-559,USR-217,México,MX,INBOUND,"""Alguien intentó entrar a mi cuenta desde un dispositivo nuevo.""",es,-0.8,very_negative,fear,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.7375,1.0,0.95,gemini-2.5-flash-lite,3207,231,4343,0.0004131,2026-05-01 14:33:42,ok
CASE-189,MSG-560,USR-447,Chile,CL,INBOUND,"""Amo la cuenta multimoneda, me salvó en mi viaje por Europa.""",es,0.8,positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.95,gemini-2.5-flash-lite,3210,183,2481,0.0003942,2026-05-01 14:33:44,ok
CASE-190,MSG-561,USR-552,Venezuela,VE,INBOUND,"""Mi transferencia a Venezuela rebotó. ¿Dónde está mi dinero?""",es,-0.8,very_negative,frustration,transfers,0.8,,True,p2,,p2,,,,0.44,0.66,0.9,gemini-2.5-flash-lite,3208,161,8632,0.0003852,2026-05-01 14:33:52,ok
CASE-191,MSG-562,USR-113,Chile,CL,INBOUND,"""¿Puedo pedir una tarjeta adicional para mi esposa?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,1.0,gemini-2.5-flash-lite,3205,146,2106,0.0003789,2026-05-01 14:33:48,ok
CASE-192,MSG-563,USR-335,Perú,PE,INBOUND,"""The app is not compatible with Android 9. Please update.""",en,-0.5,negative,frustration,app_stability,0.7,,True,p3,,p3,,,,0.29,0.435,0.9,gemini-2.5-flash-lite,3207,177,8585,0.0003915,2026-05-01 14:33:56,ok
CASE-193,MSG-564,USR-222,México,MX,INBOUND,"""Quiero denunciar una estafa de alguien que se hace pasar por ustedes.""",es,-0.8,very_negative,anger,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.7375,1.0,0.9,gemini-2.5-flash-lite,3209,235,11016,0.0004149,2026-05-01 14:34:03,ok
CASE-194,MSG-565,USR-813,Brasil,BR,INBOUND,"""Como faço para aumentar meu limite mensal de envios?""",pt,0.1,neutral,neutral,transfers,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3205,187,7270,0.0003953,2026-05-01 14:34:04,ok
CASE-195,MSG-566,USR-444,Chile,CL,INBOUND,"""¡Increíble atención de soporte! Me resolvieron el problema en 1 minuto.""",es,0.9,very_positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.95,gemini-2.5-flash-lite,3212,158,4603,0.0003844,2026-05-01 14:34:08,ok
CASE-196,MSG-567,USR-122,Chile,CL,INBOUND,"""Mi envío a USA fue rechazado por el banco receptor. ¿Qué hago?""",es,-0.5,negative,frustration,transfers,0.6,consumer_protection,True,p3,,p3,,,,0.5625,0.8438,0.9,gemini-2.5-flash-lite,3210,226,7284,0.0004114,2026-05-01 14:34:12,ok
CASE-197,MSG-568,USR-336,Perú,PE,INBOUND,"""Solicito un certificado de titularidad de cuenta para mi empresa.""",es,0.1,neutral,neutral,account_management,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3207,193,7843,0.0003979,2026-05-01 14:34:16,ok
